Symbol,Company Name,Market cap,Beta,P/E,Price,Volume,Annual Return,Cluster
PASUPTAC.NS,Pasupati Acrylon Ltd,3190964980,0.419,24.93,35.8,93345,0.5074,0
VAISHALI.NS,Vaishali Pharma Limited,1428869360,0.41,28.05,133.3,171461,-0.0411,0
CREDITACC.NS,CreditAccess Grameen Limited,223821546900,0.853,16.13,1404.3,746352,0.6087,1
FSL.NS,Firstsource Solutions Limited,129013034100,0.932,25.86,185.1,1079304,0.8817,1
TEXRAIL.NS,Texmaco Rail & Engineering Limited,69487284650,0.814,56.89,173.95,4842421,2.845,1
MICEL.NS,MIC Electronics Limited,10131154500,1.868,71.04,45.75,985742,2.3475,1
SELAN.NS,Selan Exploration Technology Limited,9230200000,0.943,29.39,607.25,215152,0.8453,1
CROWN.NS,Crown Lifters Limited,2542648583,0.496,42.31,226.55,5406,5.2779,0
ASIANPAINT.NS,Asian Paints Limited,2840904676500,0.292,51.42,2961.75,2409818,0.045,3
CIPLA.NS,Cipla Limited,1208706289700,0.367,28.92,1496.95,1833968,0.6989,0
BANKINDIA.NS,Bank of India Limited,626991958392,1.315,7.84,116.95,39344748,0.8186,1
EIHOTEL.NS,EIH Limited,263215707600,0.384,41.61,420.9,1540849,1.7307,0
SANOFI.NS,Sanofi India Limited,210522987500,0.338,34.7,9141.25,36469,0.4629,0
ORIENTCEM.NS,Orient Cement Limited,41383538000,0.436,24.85,202.0,480498,0.8166,0
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,40236840000,1.279,-46.74,31.5,20258839,1.2432,1
RIIL.NS,Reliance Industrial Infrastructure Limited,16967870000,0.521,133.89,1123.7,237101,0.6377,0
ASIANENE.NS,Asian Energy Services Limited,10576911180,1.029,41.67,258.45,76210,1.5755,1
CCHHL.NS,Country Club Hospitality & Holidays Limited,2468321500,0.773,15.78,15.1,652843,1.3246,1
GINNIFILA.NS,Ginni Filaments Limited,2321117710,0.921,-9.12,27.1,305695,0.6512,1
LAGNAM.NS,Lagnam Spintex Limited,2260748550,0.79,24.2,127.95,21066,1.2615,1
NDGL.NS,Naga Dhunseri Group Limited,2194150000,1.0196378,6.33,2194.15,191,0.679,1
BIKAJI.NS,Bikaji Foods International Limited,159343225716,0.8760473,60.14,636.4,1687009,0.3567,1
BARBEQUE.NS,Barbeque Nation Hospitality Ltd.,19846012860,0.062,-150.22,507.95,56618,-0.1906,0
MANAKSTEEL.NS,Manaksia Steels Limited,3479855400,0.855,12.03,53.1,6573,0.5698,1
BHAGYANGR.NS,Bhagyanagar India Limited,3234694500,0.898,7.33,101.1,53251,0.76,1
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,2797922000,0.472,19.62,14.9,748634,0.0469,0
HBSL.NS,HB Stockholdings Limited,643817834,0.642,1.8,90.2,10836,0.8141,1
ACE.NS,Action Construction Equipment Limited,160881133000,1.31,50.85,1351.0,805163,2.5417,1
PENINLAND.NS,Peninsula Land Limited,17055730250,0.793,13.77,55.25,1171312,2.739,1
RAMRAT.NS,Ram Ratna Wires Limited,15318600000,0.441,30.43,348.15,72972,0.6286,0
DCW.NS,DCW Limited,14934843000,0.365,98.11,50.6,1123080,0.1676,0
ARIES.NS,Aries Agro Limited,2909061910,0.53,15.83,223.7,274308,0.664,0
DTIL.NS,Dhunseri Tea & Industries Limited,1964883800,0.576,-1.41,187.0,7390,0.0197,0
PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited,917154450,0.922,17.47,296.25,70,0.1201,1
CANBK.NS,Canara Bank,1044938880000,0.955,7.09,115.2,105538204,1.1038,1
CESC.NS,CESC Limited,180343798500,0.725,13.76,136.05,7887416,0.8998,1
RITES.NS,RITES Limited,145971449900,0.108,34.33,607.45,3208147,0.9484,0
NOCIL.NS,NOCIL Limited,40586633300,0.536,31.37,243.55,551947,0.2168,0
CONTROLPR.NS,Control Print Limited,13743816060,0.24,25.98,859.3,19135,0.8228,0
HUBTOWN.NS,Hubtown Limited,10051939425,0.691,-11.82,125.75,342672,3.1287,1
DANGEE.NS,Dangee Dums Limited,3472136266,0.115,-196.25,7.6,360572,-0.4452,0
DCI.NS,DC Infotech and Communication Limited,3147950000,0.311,25.94,242.15,56551,0.8423,0
FINCABLES.NS,Finolex Cables Limited,213999895750,0.75,34.6,1399.25,206770,0.2293,1
GREAVESCOT.NS,Greaves Cotton Limited,28396800000,0.845,-21.51,122.4,1155365,-0.0062,1
SUNDARMFIN.NS,Sundaram Finance Limited,495012761600,0.305,34.52,4455.4,174345,0.8309,0
TV18BRDCST.NS,TV18 Broadcast Limited,69688734000,0.753,-151.07,40.65,4818723,0.6252,1
SASKEN.NS,Sasken Technologies Limited,20785639045,0.773,27.27,1378.55,23743,0.9496,1
PRAENG.NS,Prajay Engineers Syndicate Limited,1832317960,-0.129,-4.57,26.2,251842,1.3463,0
DODLA.NS,Dodla Dairy Limited,53852792040,0.18,33.46,905.2,469687,0.7663,0
TDPOWERSYS.NS,TD Power Systems Limited,46585511000,0.592,42.14,298.3,1692498,0.8759,0
MANORAMA.NS,Manorama Industries Limited,35625302250,0.361,89.87,597.75,10354,0.8557,0
AJMERA.NS,Ajmera Realty & Infra India Limited,23022603120,1.11,22.72,648.8,92808,1.6066,1
SREEL.NS,Sreeleathers Limited,6125655250,0.281,24.13,264.55,13375,0.6244,0
MEGASTAR.NS,Megastar Foods Limited,2647869735,-0.626,40.75,236.55,9421,0.1493,0
ANMOL.NS,Anmol India Limited,1989147795,0.979,9.66,34.95,216286,0.1322,1
TIMETECHNO.NS,Time Technoplast Limited,60851011350,1.108,20.1,268.15,1249549,2.3013,1
WEALTH.NS,Wealth First Portfolio Managers Limited,8502157250,-0.496,29.23,797.95,4114,1.1496,0
SOMICONVEY.NS,Somi Conveyor Beltings Limited,1435356445,0.517,32.89,121.85,11206,2.8192,0
HAL.NS,Hindustan Aeronautics Limited,2919135997500,0.837,41.96,4364.9,13757471,1.4683,3
OFSS.NS,Oracle Financial Services Software Limited,670181288070,0.376,30.63,7729.05,165847,1.7736,0
PSB.NS,Punjab & Sind Bank,386672919500,0.924,67.61,57.05,3845877,1.3996,1
PFIZER.NS,Pfizer Limited,222530692768,0.318,40.47,4864.3,42539,0.2264,0
BASF.NS,BASF India Limited,180607168618,0.249,32.52,4172.45,38919,0.4911,0
BBL.NS,Bharat Bijlee Limited,45780945930,0.585,73.17,4050.3,82173,1.5569,0
HATHWAY.NS,Hathway Cable and Datacom Limited,35313495000,0.776,36.61,19.95,4160199,0.5556,1
INDOSTAR.NS,IndoStar Capital Finance Limited,29460667462,0.098,25.97,215.75,115254,0.7584,0
PANSARI.NS,Pansari Developers Limited,1516126920,-0.656,53.43,86.9,1914,-0.0105,0
VCL.NS,Vaxtex Cotfab Limited,137813999,-0.178,7.5,0.7,506327,-0.5778,0
GODREJCP.NS,Godrej Consumer Products Limited,1459359576000,0.334,-252.79,1426.8,5508282,0.3101,0
ANANDRATHI.NS,Anand Rathi Wealth Limited,167037121240,0.562,74.08,3993.4,35272,3.534,0
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,80325772800,0.81,37.89,145.6,5217405,0.3645,1
XPROINDIA.NS,Xpro India Limited,20242085290,0.29,44.25,918.65,22988,0.6342,0
DSSL.NS,Dynacons Systems & Solutions Limited,14126796720,0.963,27.59,1111.2,44338,2.3171,1
ESSARSHPNG.NS,Essar Shipping Limited,5590423380,0.934,-6.03,28.15,801200,1.5466,1
PAR.NS,Par Drugs and Chemicals Limited,2766074080,0.25,19.27,224.8,9803,0.5066,0
AHLEAST.NS,Asian Hotels (East) Limited,2404410885,-0.107,7.78,139.05,12727,0.3482,0
INDOWIND.NS,Indowind Energy Limited,2221834500,0.518,31.91,20.7,397405,1.226,0
CTE.NS,Cambridge Technology Enterprises Limited,1518457850,0.135,27.75,77.35,8583,0.5716,0
SILLYMONKS.NS,Silly Monks Entertainment Limited,187887920,0.212,-4.95,18.4,19034,-0.216,0
TALBROAUTO.NS,Talbros Automotive Components Limited,17083279350,0.645,16.3,276.75,225085,2.2327,1
BCLIND.NS,BCL Industries Limited,14018497729,1.222,15.07,49.15,1284507,0.4293,1
DYCL.NS,Dynamic Cables Limited,11960206200,0.331,32.73,543.3,117425,1.2056,0
TTL.NS,T.T. Limited,2129376900,0.686,47.28,99.05,9241,0.495,1
GROBTEA.NS,The Grob Tea Company Limited,996639859,0.989,-23.72,857.45,580,0.1959,1
KEEPLEARN.NS,DSJ Keep Learning Limited,498278400,0.257,167.5,3.2,99158,0.2,0
SHARIABEES.NS,Nippon India ETF Nifty 50 Shariah BeES,155736459,0.34355888,24.68,496.3,2981,0.2711,0
IBULHSGFIN.NS,Indiabulls Housing Finance Limited,122097586318,1.366,6.67,152.7,6423532,0.958,1
BBTC.NS,"The Bombay Burmah Trading Corporation, Limited",102351888705,0.71,15.37,1466.95,101807,0.9545,1
GAEL.NS,Gujarat Ambuja Exports Limited,62769126350,0.325,18.53,136.85,432880,0.3417,0
AURIONPRO.NS,Aurionpro Solutions Limited,60381780348,-0.196,37.65,2120.5,31559,6.2622,0
PARACABLES.NS,Paramount Communications Limited,22115597635,0.018,22.26,69.8,844872,1.2129,0
EKC.NS,Everest Kanto Cylinder Limited,13857688000,1.752,18.49,123.5,346690,0.4322,1
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,334799886050,0.289,14.24,2243.05,302565,1.8743,0
ALLCARGO.NS,Allcargo Logistics Limited,63831690900,0.806,45.3,64.95,1346496,-0.1868,1
CREATIVE.NS,Creative Newtech Limited,8954439712,0.716,21.65,677.3,22679,0.5915,1
POCL.NS,Pondy Oxides And Chemicals Limited,7571350669,-0.147,24.44,648.8,31817,1.2806,0
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,1906953722,0.436,14.58,57.55,177169,0.5411,0
TPHQ.NS,Teamo Productions HQ Limited,904281000,0.012,18.33,1.05,2670888,0.6101,0
DCMFINSERV.NS,DCM Financial Services Limited,118369285,1.47,-2.3,5.35,6851,0.2368,1
KPITTECH.NS,KPIT Technologies Limited,395507548800,0.914,66.94,1442.7,1530724,0.649,1
ASHIMASYN.NS,Ashima Limited,5721051000,0.871,6.29,29.85,1681063,0.4063,1
GLOBAL.NS,Global Education Limited,3548852580,0.017,9.65,174.3,54091,0.5399,0
RELAXO.NS,Relaxo Footwears Limited,200881326050,0.307,100.5,806.95,78625,-0.0254,0
NAHARCAP.NS,Nahar Capital and Financial Services Limited,4512263590,0.201,25.12,269.45,15299,0.1232,0
BLS.NS,BLS International Services Limited,124613413650,0.793,41.0,302.65,2472211,1.0497,1
GRAPHITE.NS,Graphite India Limited,105336970400,1.405,13.59,539.15,776359,1.3546,1
CHOICEIN.NS,Choice International Limited,70384837600,-0.065,55.53,353.65,927727,0.9466,0
IFBIND.NS,IFB Industries Limited,45595805640,1.077,100.29,1125.3,150075,1.1211,1
CARERATING.NS,CARE Ratings Limited,30263649675,1.243,30.84,1013.25,40459,0.804,1
TCPLPACK.NS,TCPL Packaging Limited,19090435000,1.139,19.12,2097.85,5766,0.6347,1
ATFL.NS,Agro Tech Foods Limited,17036577630,1.015,162.77,699.1,25291,-0.2025,1
KOPRAN.NS,Kopran Limited,11281280400,0.506,22.5,234.0,475368,1.5875,0
MAGNUM.NS,Magnum Ventures Limited,2850096920,0.475,9.78,48.4,96987,0.5491,0
VBL.NS,Varun Beverages Limited,1941348420000,0.564,94.75,1494.0,4244166,1.0453,3
MAHSEAMLES.NS,Maharashtra Seamless Limited,83564110176,0.688,9.0,623.65,323981,1.3322,1
ICRA.NS,ICRA Limited,52558185773,0.314,34.89,5445.75,2299,0.2485,0
BHARATRAS.NS,Bharat Rasayan Limited,42610423979,0.526,45.41,10254.55,17382,-0.0576,0
PCJEWELLER.NS,PC Jeweller Limited,22083419800,0.541,-3.64,47.45,1743420,0.9599,0
ALLSEC.NS,Allsec Technologies Limited,15325920225,1.103,24.64,1005.75,19225,0.6608,1
HINDMOTORS.NS,Hindustan Motors Limited,7094406000,1.108,28.52,34.0,2553957,0.2868,1
SHEMAROO.NS,Shemaroo Entertainment Limited,3706860745,0.633,-9.48,136.15,31288,0.3405,1
TEXMOPIPES.NS,Texmo Pipes and Products Limited,2151671500,0.566,48.6,73.7,75917,0.7861,0
UCOBANK.NS,UCO Bank,750259981424,1.145,40.54,54.45,25881534,1.1247,1
APOLLOTYRE.NS,Apollo Tyres Limited,298592735150,0.9,17.35,470.15,2206946,0.5026,1
BEML.NS,BEML Limited,153478722525,1.086,60.29,3685.45,1166385,1.5737,1
GALAXYSURF.NS,Galaxy Surfactants Limited,89514506300,0.502,29.92,2524.75,27366,-0.0324,0
CRAFTSMAN.NS,Craftsman Automation Limited,88518069265,-0.045,29.69,4189.55,123819,0.3697,0
EMIL.NS,Electronics Mart India Limited,82336232500,0.0,45.58,214.0,736697,1.8504,0
SHK.NS,S H Kelkar and Company Limited,26216937400,0.461,21.3,189.4,245330,1.1035,0
MTNL.NS,Mahanagar Telephone Nigam Limited,22333500000,1.012,-0.71,35.45,3778732,0.7447,1
VERANDA.NS,Veranda Learning Solutions Limited,10325215175,0.188,-12.93,149.05,211763,-0.0722,0
LGHL.NS,Laxmi Goldorna House Ltd,6905468115,-0.669,1571.5,330.85,2104,9.9208,4
MAHEPC.NS,Mahindra EPC Irrigation Limited,3685917690,0.651,221.92,131.95,40065,0.3981,0
SIMBHALS.NS,Simbhaoli Sugars Limited,1116596950,0.383,-9.71,27.05,148889,0.1786,0
TECHM.NS,Tech Mahindra Limited,1238166708000,0.57,48.64,1266.9,2709547,0.2056,0
TANLA.NS,Tanla Platforms Limited,116623881000,1.616,22.28,867.35,264344,0.56,1
LXCHEM.NS,Laxmi Organic Industries Limited,64537252500,0.107,53.94,233.45,593301,0.0482,0
AXISCADES.NS,Axiscades Technologies Limited,19212275600,0.806,63.7,458.0,328750,1.1109,1
HIRECT.NS,Hind Rectifiers Limited,10779739100,0.335,90.72,629.0,44343,2.0624,0
VHL.NS,Vardhman Holdings Limited,9182060580,0.35,5.18,2877.0,869,0.126,0
OSWALAGRO.NS,Oswal Agro Mills Limited,6033863250,0.126,135.74,44.95,140013,0.714,0
ICDSLTD.NS,ICDS Limited,467658530,1.5086738,22.77,35.9,197,1.0507,1
CHEMFAB.NS,Chemfab Alkalis Limited,7851660540,0.096,30.94,551.9,11004,2.0113,0
WANBURY.NS,Wanbury Limited,4685881050,0.4,8.68,143.1,78804,2.9367,0
WIPRO.NS,Wipro Limited,2358052327890,0.699,21.86,451.5,6132372,0.3241,3
TIMKEN.NS,Timken India Limited,292175757345,0.479,78.92,3884.35,69048,0.031,0
TEAMLEASE.NS,TeamLease Services Limited,48778729092,0.44,43.85,2910.35,16757,0.2262,0
DPSCLTD.NS,India Power Corporation Limited,16262293000,0.425,170.5,16.7,424051,0.4714,0
HINDCON.NS,Hindcon Chemicals Limited,2388041490,0.245,29.07,46.65,16521,-0.3465,0
ACCURACY.NS,Accuracy Shipping Limited,1249648000,0.454,-5.12,8.3,462521,-0.2903,0
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,276335380500,-0.041,50.63,1780.5,210806,0.699,0
APTECHT.NS,Aptech Limited,12491713740,0.678,44.04,215.4,141958,-0.0271,1
GICHSGFIN.NS,GIC Housing Finance Limited,11096019155,1.286,7.58,206.05,282462,0.3267,1
MGEL.NS,Mangalam Global Enterprise Limited,2934074600,0.121,14.96,20.35,104133,0.3566,0
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,1548552912,0.456,-120.38,199.2,6419,0.0765,0
ORIENTALTL.NS,Oriental Trimex Limited,298439435,1.183,-23.64,10.15,383965,0.4561,1
CANFINHOME.NS,Can Fin Homes Limited,99233018500,0.601,13.6,745.25,992502,0.4557,0
MATRIMONY.NS,Matrimony.com Limited,13106982400,0.782,27.73,588.8,38655,0.0393,1
ASAHISONG.NS,Asahi Songwon Colors Limited,4531038120,1.108,22.35,384.4,23414,0.7695,1
HDFCBANK.NS,HDFC Bank Limited,11800151006000,0.768,17.58,1551.8,40806442,-0.0803,2
ATGL.NS,Adani Total Gas Limited,1029697112500,1.334,161.99,936.25,6669589,0.0437,1
ALKEM.NS,Alkem Laboratories Limited,576919059750,0.341,31.99,4825.15,214472,0.5039,0
TECHNOE.NS,Techno Electric & Engineering Company Limited,131644941750,0.657,49.94,1223.25,1311094,1.2895,1
RESPONIND.NS,Responsive Industries Limited,80235978249,0.444,51.49,300.95,233590,1.2595,0
MSTCLTD.NS,MSTC Limited,52866880000,1.008,28.6,750.95,773415,2.4088,1
GENESYS.NS,Genesys International Corporation Limited,18100278540,0.339,89.77,457.4,135995,0.8896,0
JOCIL.NS,Jocil Limited,1575071953,0.853,19.12,177.35,14615,0.1125,1
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,1348736000,0.679,0.0,4.1,14920,0.5455,1
SUPERSPIN.NS,Super Spinning Mills Limited,420750000,0.301,-6.3,7.65,222970,0.0984,0
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,2926125644000,0.559,35.27,1354.6,20876747,1.0933,3
ABBOTINDIA.NS,Abbott India Limited,583785206295,0.056,48.0,27473.15,31201,0.2649,0
INDIACEM.NS,The India Cements Limited,60832781100,-0.126,-28.23,196.3,2617358,0.1933,0
ALICON.NS,Alicon Castalloy Limited,17173273890,0.792,28.47,1056.05,26869,0.2378,1
SATINDLTD.NS,Sat Industries Ltd,9739399992,1.116,0.0,88.85,320690,0.4615,1
REPRO.NS,Repro India Limited,9575616675,0.614,77.55,669.75,38613,1.3646,0
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,2163355110,0.167,20.03,203.7,47896,-0.2404,0
LOVABLE.NS,Lovable Lingerie Limited,1738260000,1.154,42.54,117.45,15778,0.2972,1
BAGFILMS.NS,B.A.G. Films and Media Limited,1711634938,0.046,30.54,8.2,127007,1.3286,0
CONSUMBEES.NS,NIP IND ETF CONSUMPTION,453521915,0.8535581,0.0,119.73,406710,0.4434,1
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,156494671200,0.722,13.0,390.6,2891975,0.35,1
STARCEMENT.NS,Star Cement Limited,85524488000,0.352,29.57,211.6,289224,1.0574,0
GHCL.NS,GHCL Limited,47925277400,0.283,5.87,500.5,175040,-0.0996,0
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,23239408500,0.18,64.36,465.3,167256,0.3952,0
PRECOT.NS,Precot Limited,4800000000,0.688,29.09,400.0,17382,0.7389,1
HNGSNGBEES.NS,Nippon India ETF Hang Seng BeES,3846596610,0.21050619,11.61,303.35,81475,-0.1462,0
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,162162000,0.483,-0.52,5.5,35333,0.5797,0
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,853313650250,0.554,94.94,5934.65,487265,0.4763,0
SKFINDIA.NS,SKF India Limited,300553377200,0.474,54.84,6079.4,58384,0.0365,0
VSTTILLERS.NS,V.S.T. Tillers Tractors Limited,29916964484,1.069,25.71,3462.8,64277,0.4498,1
UNIVCABLES.NS,Universal Cables Limited,21854632460,0.864,20.98,629.9,47533,0.3443,1
DIVOPPBEES.NS,Nippon India Mutual Fund - Nippon India ETF Dividend Opportunities,431168710,0.65549934,0.0,75.34,162108,0.437,1
TNTELE.NS,Tamilnadu Telecommunications Limited,413413050,-0.039,-2.87,9.05,9241,0.8091,0
GREENLAM.NS,Greenlam Industries Limited,77058927104,0.833,52.3,547.3,47284,0.6795,1
MAITHANALL.NS,Maithan Alloys Limited,33024199040,0.51,9.74,1134.4,123459,0.2031,0
DECCANCE.NS,Deccan Cements Limited,7998982875,0.326,22.07,571.05,10397,0.448,0
HMVL.NS,Hindustan Media Ventures Limited,6737267820,0.691,70.93,91.45,44386,1.5064,1
UNIVPHOTO.NS,Universus Photo Imagings Limited,3533015150,0.711,-1.86,322.75,1881,-0.1067,1
BERGEPAINT.NS,Berger Paints India Limited,553813290000,0.334,47.44,475.05,6311252,0.2036,0
AIAENG.NS,AIA Engineering Limited,345245676140,0.405,31.02,3660.35,118689,0.3463,0
SPARC.NS,Sun Pharma Advanced Research Company Limited,68149620000,0.74,-17.84,210.0,697931,1.0558,1
SIS.NS,SIS Limited,58627085000,0.188,31.37,406.85,55161,0.2477,0
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,37815285040,0.275,14.14,1204.6,34983,0.7048,0
LAOPALA.NS,La Opala RG Limited,33893850000,0.463,26.91,305.35,114407,-0.1196,0
SALASAR.NS,Salasar Techno Engineering Limited,32702992205,0.84,82.5,19.2,6673117,1.5406,1
5PAISA.NS,5paisa Capital Limited,15880171085,1.24,31.11,509.05,51430,0.8226,1
TAKE.NS,TAKE Solutions Limited,2966076700,0.772,-2.53,20.05,198026,0.566,1
SHIVATEX.NS,Shiva Texyarn Limited,2164770900,0.381,-21.1,167.0,41290,0.1878,0
PPLPHARMA.NS,Piramal Pharma Limited,193426662380,2.067115,1047.86,145.9,2355918,0.9054,4
RHIM.NS,RHI Magnesita India Limited,135320105300,0.849,-138.1,655.3,211062,-0.0899,1
EIDPARRY.NS,E.I.D.- Parry (India) Limited,123028849900,0.597,14.0,693.05,1382141,0.1756,0
TCI.NS,Transport Corporation of India Limited,66226481955,0.145,19.51,851.85,28723,0.3137,0
PRUDENT.NS,Prudent Corporate Advisory Services Limited,63826326886,0.497,47.82,1541.45,71981,0.4956,0
SUNDARMHLD.NS,Sundaram Finance Holdings Limited,58213458400,0.476,11.02,262.1,181165,1.6412,0
DOLLAR.NS,Dollar Industries Limited,30340277695,0.709,34.56,534.95,121432,0.4965,1
E2E.NS,E2E Networks Limited,21882311400,0.718,112.48,1510.5,34355,4.5649,1
PRITI.NS,Priti International Limited,1937088578,-0.871,18.02,138.3,47877,0.1597,0
VOLTAS.NS,Voltas Limited,482992834500,0.379,192.29,1459.7,1929913,0.3559,0
IEX.NS,Indian Energy Exchange Limited,139564285946,0.59,41.91,156.95,16870068,0.067,0
JUBLPHARMA.NS,Jubilant Pharmova Limited,109903890000,1.581,145.92,690.0,340676,1.0751,1
JUBLINGREA.NS,Jubilant Ingrevia Limited,77211464750,0.32,43.13,484.75,194667,0.2645,0
EPL.NS,EPL Limited,56989841000,0.727,27.25,179.0,696961,0.1397,1
HERITGFOOD.NS,Heritage Foods Limited,50713014000,0.712,51.86,546.5,12632492,1.3137,1
GTPL.NS,GTPL Hathway Limited,17802892900,1.02,17.36,158.3,45646,0.7788,1
GRMOVER.NS,GRM Overseas Limited,7890000000,0.518,13.26,131.5,57992,-0.3689,0
GTL.NS,GTL Limited,1887564000,0.762,0.9,12.0,41275,0.9479,1
AKASH.NS,Akash Infra-Projects Limited,578383750,0.67,-92.63,34.3,20037,0.3462,1
AFFLE.NS,Affle (India) Limited,155099195800,1.199,52.7,1106.2,251989,0.0795,1
AAATECH.NS,AAA Technologies Limited,1287169380,0.083,41.5,100.35,15453,0.7421,0
LAXMICOT.NS,Laxmi Cotspin Limited,485279910,-0.308,-6.17,28.3,30746,0.4711,0
GICRE.NS,General Insurance Corporation of India,605531160000,1.119,9.32,345.15,1162680,1.4622,1
AMBER.NS,Amber Enterprises India Limited,122495131035,-0.1,95.24,3635.55,65748,0.9987,0
DCBBANK.NS,DCB Bank Limited,40467011750,0.685,7.67,129.25,3793981,0.112,1
JITFINFRA.NS,JITF Infralogistics Limited,19708311975,0.928,56.88,766.75,6250,5.8582,1
ICEMAKE.NS,Ice Make Refrigeration Limited,11433181635,0.213,44.14,724.55,184497,0.8269,0
KILITCH.NS,Kilitch Drugs (India) Limited,5226747500,0.304,36.1,325.0,6450,1.811,0
HISARMETAL.NS,Hisar Metal Industries Limited,989010000,0.853,15.69,183.15,9463,0.4031,1
AMBICAAGAR.NS,Ambica Agarbathies Aroma & Industries Limited,428576130,0.362,-11.5,24.95,14624,0.3117,0
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,374170849,0.849,-33.57,2.3,27888,0.3235,1
KSHITIJPOL.NS,Kshitij Polyline Limited,298075658,-0.432,0.0,5.6,111996,-0.73,0
JKCEMENT.NS,J.K. Cement Limited,302736257005,0.594,38.31,3918.85,155645,0.3729,0
KANSAINER.NS,Kansai Nerolac Paints Limited,220606902000,0.276,18.76,272.9,1003574,0.0377,0
GANDHITUBE.NS,Gandhi Special Tubes Limited,9025898000,0.647,16.48,742.75,6021,0.5418,1
HTMEDIA.NS,HT Media Limited,5585952000,0.343,-7.11,24.0,388525,0.7459,0
PRAXIS.NS,Praxis Home Retail Limited,1909574500,0.387,-2.65,15.25,56748,0.1941,0
CAPTRUST.NS,Capital Trust Limited,1798117860,1.661,87.05,109.9,27628,0.7728,1
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,1133398350,0.297,39.46,54.5,18447,-0.026,0
IOC.NS,Indian Oil Corporation Limited,2248801100000,0.772,5.45,159.25,36915645,1.3642,3
ZYDUSLIFE.NS,Zydus Lifesciences Limited,1055183089500,0.554,27.82,1048.65,2720155,1.0579,0
BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,39245418000,0.788,16.08,229.5,1843540,1.1955,1
ADORWELD.NS,Ador Welding Limited,16043510300,0.616,26.04,1179.8,15219,0.497,0
HESTERBIO.NS,Hester Biosciences Limited,15382170945,0.546,79.2,1721.25,2164,-0.1067,0
AMBIKCO.NS,Ambika Cotton Mills Limited,8627002500,0.615,13.83,1506.9,14451,0.054,1
GENUSPAPER.NS,Genus Paper & Boards Limited,5001100681,0.459,154.62,19.45,513190,0.3727,0
SOFTTECH.NS,SoftTech Engineers Limited,3743188771,0.02,98.11,306.3,3415,0.7529,0
DCMNVL.NS,DCM Nouvelle Limited,3595457250,0.953,-91.64,192.5,60339,0.3957,1
ROLLT.NS,Rollatainers Limited,1187959224,1.789,-6.86,4.0,237104,0.55,1
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,21181046650,0.744,17.5,231.05,201334,1.2702,1
GPTINFRA.NS,GPT Infraprojects Limited,13952554200,0.978,25.27,239.85,142714,2.6504,1
APCL.NS,Anjani Portland Cement Limited,4855654440,0.408,-12.99,165.3,25746,0.1338,0
BRITANNIA.NS,Britannia Industries Limited,1321558412200,0.482,60.67,5486.65,1188909,0.1654,0
UNIONBANK.NS,Union Bank of India,1075957329500,1.191,7.72,140.95,38996648,1.3428,1
YESBANK.NS,Yes Bank Limited,656286800502,0.581,52.61,22.65,213777074,0.5467,0
DATAPATTNS.NS,Data Patterns (India) Limited,138607912125,0.601,82.32,2475.85,842950,0.7816,0
JSWHL.NS,JSW Holdings Limited,72359402360,0.654,47.42,6519.1,2683,0.8792,1
SHAREINDIA.NS,Share India Securities Limited,61232775344,0.773,13.99,1497.55,158252,0.5409,1
ARTEMISMED.NS,Artemis Medicare Services Limited,23933992550,0.883,76.62,174.85,102214,1.5921,1
JINDALPOLY.NS,Jindal Poly Films Limited,21137884600,0.394,30.13,482.75,20917,-0.0879,0
TVTODAY.NS,T.V. Today Network Limited,13106207990,0.263,23.34,219.65,163179,0.2183,0
DWARKESH.NS,Dwarikesh Sugar Industries Limited,12507817500,0.916,15.5,67.5,793398,-0.1676,1
VIPCLOTHNG.NS,VIP Clothing Limited,2614179225,0.493,-22.03,31.65,133282,-0.0923,0
BROOKS.NS,Brooks Laboratories Limited,1937006460,1.378,-9.78,73.8,55617,0.4964,1
FORTIS.NS,Fortis Healthcare Limited,334635133500,0.634,56.61,443.25,2323667,0.6076,0
SHARDAMOTR.NS,Sharda Motor Industries Limited,47580966060,1.375,16.09,1600.35,96089,1.4912,1
ELDEHSG.NS,Eldeco Housing and Industries Limited,8885590450,0.96,26.66,903.65,5334,0.4232,1
